Node_1,Node_2,Relation
"{'label': 'Occupation', 'properties': ""{'title': 'Economists'}"", 'identifier': ""{'title': 'Economists'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '61', 'job_zone': 5}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Education Administrators, Postsecondary'}"", 'identifier': ""{'title': 'Education Administrators, Postsecondary'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '61', 'job_zone': 5}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Emergency Management Directors'}"", 'identifier': ""{'title': 'Emergency Management Directors'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '61', 'job_zone': 4}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Marriage and Family Therapists'}"", 'identifier': ""{'title': 'Marriage and Family Therapists'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '61', 'job_zone': 5}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Mental Health Counselors'}"", 'identifier': ""{'title': 'Mental Health Counselors'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '61', 'job_zone': 5}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Mining and Geological Engineers, Including Mining Safety Engineers'}"", 'identifier': ""{'title': 'Mining and Geological Engineers, Including Mining Safety Engineers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '61', 'job_zone': 4}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Architectural and Engineering Managers'}"", 'identifier': ""{'title': 'Architectural and Engineering Managers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '59', 'job_zone': 5}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Compensation and Benefits Managers'}"", 'identifier': ""{'title': 'Compensation and Benefits Managers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '59', 'job_zone': 4}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Correspondence Clerks'}"", 'identifier': ""{'title': 'Correspondence Clerks'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '59', 'job_zone': 2}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Economics Teachers, Postsecondary'}"", 'identifier': ""{'title': 'Economics Teachers, Postsecondary'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '59', 'job_zone': 5}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Environmental Engineers'}"", 'identifier': ""{'title': 'Environmental Engineers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '59', 'job_zone': 4}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Forensic Science Technicians'}"", 'identifier': ""{'title': 'Forensic Science Technicians'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '59', 'job_zone': 3}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Fundraisers'}"", 'identifier': ""{'title': 'Fundraisers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '59', 'job_zone': 4}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'General Internal Medicine Physicians'}"", 'identifier': ""{'title': 'General Internal Medicine Physicians'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '59', 'job_zone': 5}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Logistics Engineers'}"", 'identifier': ""{'title': 'Logistics Engineers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '59', 'job_zone': 4}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Market Research Analysts and Marketing Specialists'}"", 'identifier': ""{'title': 'Market Research Analysts and Marketing Specialists'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '59', 'job_zone': 4}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Orthotists and Prosthetists'}"", 'identifier': ""{'title': 'Orthotists and Prosthetists'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '59', 'job_zone': 5}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Recreation and Fitness Studies Teachers, Postsecondary'}"", 'identifier': ""{'title': 'Recreation and Fitness Studies Teachers, Postsecondary'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '59', 'job_zone': 5}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Regulatory Affairs Specialists'}"", 'identifier': ""{'title': 'Regulatory Affairs Specialists'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '59', 'job_zone': 4}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'School Psychologists'}"", 'identifier': ""{'title': 'School Psychologists'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '59', 'job_zone': 5}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Survey Researchers'}"", 'identifier': ""{'title': 'Survey Researchers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '59', 'job_zone': 5}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Sustainability Specialists'}"", 'identifier': ""{'title': 'Sustainability Specialists'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '59', 'job_zone': 4}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Transportation Engineers'}"", 'identifier': ""{'title': 'Transportation Engineers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '59', 'job_zone': 4}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Transportation Planners'}"", 'identifier': ""{'title': 'Transportation Planners'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '59', 'job_zone': 4}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Validation Engineers'}"", 'identifier': ""{'title': 'Validation Engineers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '59', 'job_zone': 4}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Advanced Practice Psychiatric Nurses'}"", 'identifier': ""{'title': 'Advanced Practice Psychiatric Nurses'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '57', 'job_zone': 5}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Anesthesiologists'}"", 'identifier': ""{'title': 'Anesthesiologists'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '57', 'job_zone': 5}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Archivists'}"", 'identifier': ""{'title': 'Archivists'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '57', 'job_zone': 5}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Atmospheric and Space Scientists'}"", 'identifier': ""{'title': 'Atmospheric and Space Scientists'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '57', 'job_zone': 4}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Clinical Research Coordinators'}"", 'identifier': ""{'title': 'Clinical Research Coordinators'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '57', 'job_zone': 4}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Educational, Guidance, and Career Counselors and Advisors'}"", 'identifier': ""{'title': 'Educational, Guidance, and Career Counselors and Advisors'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '57', 'job_zone': 5}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Financial Examiners'}"", 'identifier': ""{'title': 'Financial Examiners'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '57', 'job_zone': 4}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Food Scientists and Technologists'}"", 'identifier': ""{'title': 'Food Scientists and Technologists'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '57', 'job_zone': 4}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Government Property Inspectors and Investigators'}"", 'identifier': ""{'title': 'Government Property Inspectors and Investigators'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '57', 'job_zone': 3}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Health Informatics Specialists'}"", 'identifier': ""{'title': 'Health Informatics Specialists'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '57', 'job_zone': 4}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Information Technology Project Managers'}"", 'identifier': ""{'title': 'Information Technology Project Managers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '57', 'job_zone': 4}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Intelligence Analysts'}"", 'identifier': ""{'title': 'Intelligence Analysts'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '57', 'job_zone': 4}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Management Analysts'}"", 'identifier': ""{'title': 'Management Analysts'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '57', 'job_zone': 4}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Medical and Health Services Managers'}"", 'identifier': ""{'title': 'Medical and Health Services Managers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '57', 'job_zone': 4}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Middle School Teachers, Except Special and Career/Technical Education'}"", 'identifier': ""{'title': 'Middle School Teachers, Except Special and Career/Technical Education'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '57', 'job_zone': 4}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Naturopathic Physicians'}"", 'identifier': ""{'title': 'Naturopathic Physicians'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '57', 'job_zone': 5}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Nurse Practitioners'}"", 'identifier': ""{'title': 'Nurse Practitioners'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '57', 'job_zone': 5}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Obstetricians and Gynecologists'}"", 'identifier': ""{'title': 'Obstetricians and Gynecologists'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '57', 'job_zone': 5}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Occupational Therapists'}"", 'identifier': ""{'title': 'Occupational Therapists'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '57', 'job_zone': 5}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Operations Research Analysts'}"", 'identifier': ""{'title': 'Operations Research Analysts'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '57', 'job_zone': 5}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Ophthalmologists, Except Pediatric'}"", 'identifier': ""{'title': 'Ophthalmologists, Except Pediatric'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '57', 'job_zone': 5}""}"
