Importance,Level,Job Zone,Occupation,Ability,Category
63,50,4,Music Directors and Composers,Written Expression,Verbal Abilities
63,50,3,Photonics Technicians,Written Expression,Verbal Abilities
63,50,3,Police and Sheriff's Patrol Officers,Written Expression,Verbal Abilities
63,50,3,Solar Sales Representatives and Assessors,Written Expression,Verbal Abilities
63,48,2,First-Line Supervisors of Gambling Services Workers,Written Expression,Verbal Abilities
63,48,2,Gambling Managers,Written Expression,Verbal Abilities
63,48,2,"Production, Planning, and Expediting Clerks",Written Expression,Verbal Abilities
63,48,3,Sound Engineering Technicians,Written Expression,Verbal Abilities
63,45,2,File Clerks,Written Expression,Verbal Abilities
63,43,3,Hazardous Materials Removal Workers,Written Expression,Verbal Abilities
60,59,4,Database Administrators,Written Expression,Verbal Abilities
60,57,3,Computer Systems Analysts,Written Expression,Verbal Abilities
60,57,4,Credit Analysts,Written Expression,Verbal Abilities
60,55,4,Art Directors,Written Expression,Verbal Abilities
60,55,3,Mechanical Engineering Technologists and Technicians,Written Expression,Verbal Abilities
60,55,3,Spa Managers,Written Expression,Verbal Abilities
60,55,4,Wind Energy Engineers,Written Expression,Verbal Abilities
60,54,4,Computer Network Support Specialists,Written Expression,Verbal Abilities
60,54,3,First-Line Supervisors of Personal Service Workers,Written Expression,Verbal Abilities
60,54,4,Radio Frequency Identification Device Specialists,Written Expression,Verbal Abilities
60,52,5,"Dentists, General",Written Expression,Verbal Abilities
60,52,4,Film and Video Editors,Written Expression,Verbal Abilities
60,52,2,Food Service Managers,Written Expression,Verbal Abilities
60,52,2,Freight Forwarders,Written Expression,Verbal Abilities
60,52,3,Licensed Practical and Licensed Vocational Nurses,Written Expression,Verbal Abilities
60,51,4,"Geological Technicians, Except Hydrologic Technicians",Written Expression,Verbal Abilities
60,50,3,"Captains, Mates, and Pilots of Water Vessels",Written Expression,Verbal Abilities
60,48,3,Air Traffic Controllers,Written Expression,Verbal Abilities
60,48,3,Automotive Engineering Technicians,Written Expression,Verbal Abilities
60,48,2,"Court, Municipal, and License Clerks",Written Expression,Verbal Abilities
60,48,3,"Interviewers, Except Eligibility and Loan",Written Expression,Verbal Abilities
60,46,2,Insurance Claims and Policy Processing Clerks,Written Expression,Verbal Abilities
60,45,3,Aircraft Mechanics and Service Technicians,Written Expression,Verbal Abilities
60,45,3,Real Estate Sales Agents,Written Expression,Verbal Abilities
60,43,3,Billing and Posting Clerks,Written Expression,Verbal Abilities
60,43,3,Ophthalmic Medical Technicians,Written Expression,Verbal Abilities
60,43,2,Order Clerks,Written Expression,Verbal Abilities
60,43,2,Receptionists and Information Clerks,Written Expression,Verbal Abilities
60,41,2,Parts Salespersons,Written Expression,Verbal Abilities
59,54,3,Architectural and Civil Drafters,Written Expression,Verbal Abilities
56,59,4,Chemical Engineers,Written Expression,Verbal Abilities
56,59,4,Mechanical Engineers,Written Expression,Verbal Abilities
56,57,4,"Compensation, Benefits, and Job Analysis Specialists",Written Expression,Verbal Abilities
56,57,4,Logistics Analysts,Written Expression,Verbal Abilities
56,55,4,Database Architects,Written Expression,Verbal Abilities
56,55,3,Industrial Engineering Technologists and Technicians,Written Expression,Verbal Abilities
56,55,3,Telecommunications Engineering Specialists,Written Expression,Verbal Abilities
56,54,4,Computer Programmers,Written Expression,Verbal Abilities
56,54,4,Nanotechnology Engineering Technologists and Technicians,Written Expression,Verbal Abilities
56,54,4,Network and Computer Systems Administrators,Written Expression,Verbal Abilities
56,54,3,Neurodiagnostic Technologists,Written Expression,Verbal Abilities
56,54,5,Prosthodontists,Written Expression,Verbal Abilities
56,52,3,Commercial Pilots,Written Expression,Verbal Abilities
56,52,3,Electrical and Electronic Engineering Technologists and Technicians,Written Expression,Verbal Abilities
56,50,3,Surgical Assistants,Written Expression,Verbal Abilities
56,48,3,Forest Fire Inspectors and Prevention Specialists,Written Expression,Verbal Abilities
56,46,4,"Buyers and Purchasing Agents, Farm Products",Written Expression,Verbal Abilities
56,46,3,Electro-Mechanical and Mechatronics Technologists and Technicians,Written Expression,Verbal Abilities
56,46,3,Mechanical Drafters,Written Expression,Verbal Abilities
56,46,3,Ophthalmic Medical Technologists,Written Expression,Verbal Abilities
56,46,3,Physical Therapist Assistants,Written Expression,Verbal Abilities
56,46,2,Public Safety Telecommunicators,Written Expression,Verbal Abilities
56,46,2,Word Processors and Typists,Written Expression,Verbal Abilities
56,45,2,Biofuels Processing Technicians,Written Expression,Verbal Abilities
56,45,2,Chemical Equipment Operators and Tenders,Written Expression,Verbal Abilities
56,45,4,Choreographers,Written Expression,Verbal Abilities
56,45,2,"Rotary Drill Operators, Oil and Gas",Written Expression,Verbal Abilities
56,43,2,Animal Control Workers,Written Expression,Verbal Abilities
56,43,3,Broadcast Technicians,Written Expression,Verbal Abilities
56,43,2,Tellers,Written Expression,Verbal Abilities
56,43,2,Veterinary Assistants and Laboratory Animal Caretakers,Written Expression,Verbal Abilities
56,41,2,"Pump Operators, Except Wellhead Pumpers",Written Expression,Verbal Abilities
56,36,2,Medical Equipment Preparers,Written Expression,Verbal Abilities
53,57,4,Environmental Engineering Technologists and Technicians,Written Expression,Verbal Abilities
53,57,3,"First-Line Supervisors of Mechanics, Installers, and Repairers",Written Expression,Verbal Abilities
53,55,4,Commercial and Industrial Designers,Written Expression,Verbal Abilities
53,55,3,"Morticians, Undertakers, and Funeral Arrangers",Written Expression,Verbal Abilities
53,55,3,Robotics Technicians,Written Expression,Verbal Abilities
53,54,5,Acupuncturists,Written Expression,Verbal Abilities
53,52,3,Web Developers,Written Expression,Verbal Abilities
53,50,2,Agricultural Inspectors,Written Expression,Verbal Abilities
53,50,3,Self-Enrichment Teachers,Written Expression,Verbal Abilities
53,50,3,Ship Engineers,Written Expression,Verbal Abilities
53,48,3,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",Written Expression,Verbal Abilities
53,48,2,Retail Loss Prevention Specialists,Written Expression,Verbal Abilities
53,48,2,Semiconductor Processing Technicians,Written Expression,Verbal Abilities
53,48,3,Traffic Technicians,Written Expression,Verbal Abilities
53,46,4,"Airline Pilots, Copilots, and Flight Engineers",Written Expression,Verbal Abilities
53,46,3,Chefs and Head Cooks,Written Expression,Verbal Abilities
53,46,3,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",Written Expression,Verbal Abilities
53,46,3,First-Line Supervisors of Construction Trades and Extraction Workers,Written Expression,Verbal Abilities
53,46,3,Forest and Conservation Technicians,Written Expression,Verbal Abilities
53,46,2,Recycling Coordinators,Written Expression,Verbal Abilities
53,46,3,Residential Advisors,Written Expression,Verbal Abilities
53,46,3,Tax Preparers,Written Expression,Verbal Abilities
53,45,2,Cargo and Freight Agents,Written Expression,Verbal Abilities
53,45,3,Computer Numerically Controlled Tool Programmers,Written Expression,Verbal Abilities
53,45,3,Dietetic Technicians,Written Expression,Verbal Abilities
53,45,3,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",Written Expression,Verbal Abilities
53,45,3,Hearing Aid Specialists,Written Expression,Verbal Abilities
53,45,3,Occupational Therapy Aides,Written Expression,Verbal Abilities
53,45,2,Psychiatric Aides,Written Expression,Verbal Abilities
53,45,4,Recreation Workers,Written Expression,Verbal Abilities
53,45,3,Veterinary Technologists and Technicians,Written Expression,Verbal Abilities
53,45,3,Water and Wastewater Treatment Plant and System Operators,Written Expression,Verbal Abilities
53,43,2,Chemical Plant and System Operators,Written Expression,Verbal Abilities
53,43,3,Dental Assistants,Written Expression,Verbal Abilities
53,43,2,Endoscopy Technicians,Written Expression,Verbal Abilities
53,43,3,Fabric and Apparel Patternmakers,Written Expression,Verbal Abilities
53,43,2,Gas Plant Operators,Written Expression,Verbal Abilities
53,43,2,Geothermal Technicians,Written Expression,Verbal Abilities
53,43,2,Home Health Aides,Written Expression,Verbal Abilities
53,43,3,"Maintenance and Repair Workers, General",Written Expression,Verbal Abilities
53,43,3,Massage Therapists,Written Expression,Verbal Abilities
53,43,3,Medical and Clinical Laboratory Technicians,Written Expression,Verbal Abilities
53,43,2,Medical Secretaries and Administrative Assistants,Written Expression,Verbal Abilities
53,43,4,Musicians and Singers,Written Expression,Verbal Abilities
53,43,3,Pharmacy Technicians,Written Expression,Verbal Abilities
53,43,3,Phlebotomists,Written Expression,Verbal Abilities
53,43,2,Power Plant Operators,Written Expression,Verbal Abilities
53,43,3,"Preschool Teachers, Except Special Education",Written Expression,Verbal Abilities
53,43,2,Railroad Conductors and Yardmasters,Written Expression,Verbal Abilities
53,43,2,Reservation and Transportation Ticket Agents and Travel Clerks,Written Expression,Verbal Abilities
53,43,3,Travel Agents,Written Expression,Verbal Abilities
53,43,2,Travel Guides,Written Expression,Verbal Abilities
53,43,2,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",Written Expression,Verbal Abilities
53,41,2,Aircraft Cargo Handling Supervisors,Written Expression,Verbal Abilities
53,41,3,"Control and Valve Installers and Repairers, Except Mechanical Door",Written Expression,Verbal Abilities
53,41,2,Data Entry Keyers,Written Expression,Verbal Abilities
53,41,1,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",Written Expression,Verbal Abilities
53,41,2,Log Graders and Scalers,Written Expression,Verbal Abilities
53,41,3,Nursing Assistants,Written Expression,Verbal Abilities
53,39,3,Elevator and Escalator Installers and Repairers,Written Expression,Verbal Abilities
53,36,2,Parking Enforcement Workers,Written Expression,Verbal Abilities
53,34,2,Couriers and Messengers,Written Expression,Verbal Abilities
52,48,3,Surveying and Mapping Technicians,Written Expression,Verbal Abilities
50,54,5,Cytotechnologists,Written Expression,Verbal Abilities
50,54,2,First-Line Supervisors of Retail Sales Workers,Written Expression,Verbal Abilities
50,52,4,Medical and Clinical Laboratory Technologists,Written Expression,Verbal Abilities
50,52,3,"Wholesale and Retail Buyers, Except Farm Products",Written Expression,Verbal Abilities
50,50,3,Dental Hygienists,Written Expression,Verbal Abilities
50,50,3,Firefighters,Written Expression,Verbal Abilities
50,48,2,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",Written Expression,Verbal Abilities
50,45,3,Commercial Divers,Written Expression,Verbal Abilities
50,45,3,Nuclear Technicians,Written Expression,Verbal Abilities
50,45,3,Solar Thermal Installers and Technicians,Written Expression,Verbal Abilities
50,45,3,Stationary Engineers and Boiler Operators,Written Expression,Verbal Abilities
50,43,2,Biomass Plant Technicians,Written Expression,Verbal Abilities
50,43,3,Boilermakers,Written Expression,Verbal Abilities
50,43,2,Childcare Workers,Written Expression,Verbal Abilities
50,43,3,"Computer, Automated Teller, and Office Machine Repairers",Written Expression,Verbal Abilities
50,43,3,Concierges,Written Expression,Verbal Abilities
50,43,2,Correctional Officers and Jailers,Written Expression,Verbal Abilities
50,43,2,Counter and Rental Clerks,Written Expression,Verbal Abilities
50,43,2,Demonstrators and Product Promoters,Written Expression,Verbal Abilities
50,43,3,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",Written Expression,Verbal Abilities
50,43,3,Electricians,Written Expression,Verbal Abilities
50,43,3,Embalmers,Written Expression,Verbal Abilities
50,43,2,First-Line Supervisors of Housekeeping and Janitorial Workers,Written Expression,Verbal Abilities
50,43,2,Gambling Cage Workers,Written Expression,Verbal Abilities
50,43,2,"Hotel, Motel, and Resort Desk Clerks",Written Expression,Verbal Abilities
50,43,3,Hydroelectric Plant Technicians,Written Expression,Verbal Abilities
50,43,2,"Library Assistants, Clerical",Written Expression,Verbal Abilities
50,43,3,Library Technicians,Written Expression,Verbal Abilities
50,43,3,"Makeup Artists, Theatrical and Performance",Written Expression,Verbal Abilities
50,43,3,Medical Appliance Technicians,Written Expression,Verbal Abilities
50,43,3,Medical Equipment Repairers,Written Expression,Verbal Abilities
50,43,3,Merchandise Displayers and Window Trimmers,Written Expression,Verbal Abilities
50,43,3,New Accounts Clerks,Written Expression,Verbal Abilities
50,43,2,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",Written Expression,Verbal Abilities
50,43,3,Photographers,Written Expression,Verbal Abilities
50,43,3,"Radio, Cellular, and Tower Equipment Installers and Repairers",Written Expression,Verbal Abilities
50,43,3,Radiologic Technologists and Technicians,Written Expression,Verbal Abilities
50,43,2,Retail Salespersons,Written Expression,Verbal Abilities
50,43,3,Surgical Technologists,Written Expression,Verbal Abilities
50,43,2,Team Assemblers,Written Expression,Verbal Abilities
50,41,2,Animal Trainers,Written Expression,Verbal Abilities
50,41,2,Bartenders,Written Expression,Verbal Abilities
