,Node_1,Node_2,Relation
77,"{'label': 'Occupation', 'properties': ""{'title': 'Education_Administrators,_Postsecondary'}"", 'identifier': ""{'title': 'Education_Administrators,_Postsecondary'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '61'}""}"
78,"{'label': 'Occupation', 'properties': ""{'title': 'Emergency_Management_Directors'}"", 'identifier': ""{'title': 'Emergency_Management_Directors'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '61'}""}"
79,"{'label': 'Occupation', 'properties': ""{'title': 'Marriage_and_Family_Therapists'}"", 'identifier': ""{'title': 'Marriage_and_Family_Therapists'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '61'}""}"
80,"{'label': 'Occupation', 'properties': ""{'title': 'Mental_Health_Counselors'}"", 'identifier': ""{'title': 'Mental_Health_Counselors'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '61'}""}"
81,"{'label': 'Occupation', 'properties': ""{'title': 'Mining_and_Geological_Engineers,_Including_Mining_Safety_Engineers'}"", 'identifier': ""{'title': 'Mining_and_Geological_Engineers,_Including_Mining_Safety_Engineers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '61'}""}"
82,"{'label': 'Occupation', 'properties': ""{'title': 'Architectural_and_Engineering_Managers'}"", 'identifier': ""{'title': 'Architectural_and_Engineering_Managers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '59'}""}"
83,"{'label': 'Occupation', 'properties': ""{'title': 'Compensation_and_Benefits_Managers'}"", 'identifier': ""{'title': 'Compensation_and_Benefits_Managers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '59'}""}"
84,"{'label': 'Occupation', 'properties': ""{'title': 'Correspondence_Clerks'}"", 'identifier': ""{'title': 'Correspondence_Clerks'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '59'}""}"
85,"{'label': 'Occupation', 'properties': ""{'title': 'Economics_Teachers,_Postsecondary'}"", 'identifier': ""{'title': 'Economics_Teachers,_Postsecondary'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '59'}""}"
86,"{'label': 'Occupation', 'properties': ""{'title': 'Environmental_Engineers'}"", 'identifier': ""{'title': 'Environmental_Engineers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '59'}""}"
87,"{'label': 'Occupation', 'properties': ""{'title': 'Forensic_Science_Technicians'}"", 'identifier': ""{'title': 'Forensic_Science_Technicians'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '59'}""}"
88,"{'label': 'Occupation', 'properties': ""{'title': 'Fundraisers'}"", 'identifier': ""{'title': 'Fundraisers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '59'}""}"
89,"{'label': 'Occupation', 'properties': ""{'title': 'General_Internal_Medicine_Physicians'}"", 'identifier': ""{'title': 'General_Internal_Medicine_Physicians'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '59'}""}"
90,"{'label': 'Occupation', 'properties': ""{'title': 'Logistics_Engineers'}"", 'identifier': ""{'title': 'Logistics_Engineers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '59'}""}"
91,"{'label': 'Occupation', 'properties': ""{'title': 'Market_Research_Analysts_and_Marketing_Specialists'}"", 'identifier': ""{'title': 'Market_Research_Analysts_and_Marketing_Specialists'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '59'}""}"
92,"{'label': 'Occupation', 'properties': ""{'title': 'Orthotists_and_Prosthetists'}"", 'identifier': ""{'title': 'Orthotists_and_Prosthetists'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '59'}""}"
93,"{'label': 'Occupation', 'properties': ""{'title': 'Recreation_and_Fitness_Studies_Teachers,_Postsecondary'}"", 'identifier': ""{'title': 'Recreation_and_Fitness_Studies_Teachers,_Postsecondary'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '59'}""}"
94,"{'label': 'Occupation', 'properties': ""{'title': 'Regulatory_Affairs_Specialists'}"", 'identifier': ""{'title': 'Regulatory_Affairs_Specialists'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '59'}""}"
95,"{'label': 'Occupation', 'properties': ""{'title': 'School_Psychologists'}"", 'identifier': ""{'title': 'School_Psychologists'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '59'}""}"
96,"{'label': 'Occupation', 'properties': ""{'title': 'Survey_Researchers'}"", 'identifier': ""{'title': 'Survey_Researchers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '59'}""}"
97,"{'label': 'Occupation', 'properties': ""{'title': 'Sustainability_Specialists'}"", 'identifier': ""{'title': 'Sustainability_Specialists'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '59'}""}"
98,"{'label': 'Occupation', 'properties': ""{'title': 'Transportation_Engineers'}"", 'identifier': ""{'title': 'Transportation_Engineers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '59'}""}"
99,"{'label': 'Occupation', 'properties': ""{'title': 'Transportation_Planners'}"", 'identifier': ""{'title': 'Transportation_Planners'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '59'}""}"
100,"{'label': 'Occupation', 'properties': ""{'title': 'Validation_Engineers'}"", 'identifier': ""{'title': 'Validation_Engineers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '59'}""}"
101,"{'label': 'Occupation', 'properties': ""{'title': 'Advanced_Practice_Psychiatric_Nurses'}"", 'identifier': ""{'title': 'Advanced_Practice_Psychiatric_Nurses'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '57'}""}"
102,"{'label': 'Occupation', 'properties': ""{'title': 'Anesthesiologists'}"", 'identifier': ""{'title': 'Anesthesiologists'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '57'}""}"
103,"{'label': 'Occupation', 'properties': ""{'title': 'Archivists'}"", 'identifier': ""{'title': 'Archivists'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '57'}""}"
104,"{'label': 'Occupation', 'properties': ""{'title': 'Atmospheric_and_Space_Scientists'}"", 'identifier': ""{'title': 'Atmospheric_and_Space_Scientists'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '57'}""}"
105,"{'label': 'Occupation', 'properties': ""{'title': 'Clinical_Research_Coordinators'}"", 'identifier': ""{'title': 'Clinical_Research_Coordinators'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '57'}""}"
106,"{'label': 'Occupation', 'properties': ""{'title': 'Educational,_Guidance,_and_Career_Counselors_and_Advisors'}"", 'identifier': ""{'title': 'Educational,_Guidance,_and_Career_Counselors_and_Advisors'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '57'}""}"
107,"{'label': 'Occupation', 'properties': ""{'title': 'Financial_Examiners'}"", 'identifier': ""{'title': 'Financial_Examiners'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '57'}""}"
108,"{'label': 'Occupation', 'properties': ""{'title': 'Food_Scientists_and_Technologists'}"", 'identifier': ""{'title': 'Food_Scientists_and_Technologists'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '57'}""}"
109,"{'label': 'Occupation', 'properties': ""{'title': 'Government_Property_Inspectors_and_Investigators'}"", 'identifier': ""{'title': 'Government_Property_Inspectors_and_Investigators'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '57'}""}"
110,"{'label': 'Occupation', 'properties': ""{'title': 'Health_Informatics_Specialists'}"", 'identifier': ""{'title': 'Health_Informatics_Specialists'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '57'}""}"
111,"{'label': 'Occupation', 'properties': ""{'title': 'Information_Technology_Project_Managers'}"", 'identifier': ""{'title': 'Information_Technology_Project_Managers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '57'}""}"
112,"{'label': 'Occupation', 'properties': ""{'title': 'Intelligence_Analysts'}"", 'identifier': ""{'title': 'Intelligence_Analysts'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '57'}""}"
113,"{'label': 'Occupation', 'properties': ""{'title': 'Management_Analysts'}"", 'identifier': ""{'title': 'Management_Analysts'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '57'}""}"
114,"{'label': 'Occupation', 'properties': ""{'title': 'Medical_and_Health_Services_Managers'}"", 'identifier': ""{'title': 'Medical_and_Health_Services_Managers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '57'}""}"
115,"{'label': 'Occupation', 'properties': ""{'title': 'Middle_School_Teachers,_Except_Special_and_Career/Technical_Education'}"", 'identifier': ""{'title': 'Middle_School_Teachers,_Except_Special_and_Career/Technical_Education'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '57'}""}"
116,"{'label': 'Occupation', 'properties': ""{'title': 'Naturopathic_Physicians'}"", 'identifier': ""{'title': 'Naturopathic_Physicians'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '57'}""}"
117,"{'label': 'Occupation', 'properties': ""{'title': 'Nurse_Practitioners'}"", 'identifier': ""{'title': 'Nurse_Practitioners'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '57'}""}"
118,"{'label': 'Occupation', 'properties': ""{'title': 'Obstetricians_and_Gynecologists'}"", 'identifier': ""{'title': 'Obstetricians_and_Gynecologists'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '57'}""}"
119,"{'label': 'Occupation', 'properties': ""{'title': 'Occupational_Therapists'}"", 'identifier': ""{'title': 'Occupational_Therapists'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '57'}""}"
120,"{'label': 'Occupation', 'properties': ""{'title': 'Operations_Research_Analysts'}"", 'identifier': ""{'title': 'Operations_Research_Analysts'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '57'}""}"
121,"{'label': 'Occupation', 'properties': ""{'title': 'Ophthalmologists,_Except_Pediatric'}"", 'identifier': ""{'title': 'Ophthalmologists,_Except_Pediatric'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '57'}""}"
122,"{'label': 'Occupation', 'properties': ""{'title': 'Optometrists'}"", 'identifier': ""{'title': 'Optometrists'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '57'}""}"
123,"{'label': 'Occupation', 'properties': ""{'title': 'Pediatricians,_General'}"", 'identifier': ""{'title': 'Pediatricians,_General'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '57'}""}"
124,"{'label': 'Occupation', 'properties': ""{'title': 'Personal_Financial_Advisors'}"", 'identifier': ""{'title': 'Personal_Financial_Advisors'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '57'}""}"
125,"{'label': 'Occupation', 'properties': ""{'title': 'Physician_Assistants'}"", 'identifier': ""{'title': 'Physician_Assistants'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '57'}""}"
